,id,age,gender,location,status,income,purpose,infrastructure_adequacy,trip_frequency,mode_transportation,reason,travel_distance,g_per_km,trip_cost,adoption
1539,1540,51+,Male,On campus,Staff,41k–60k,work,yes,3,Private,travel time,41-60,116.0,550,no
1540,1541,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,travel time,21-40,50.0,90,no
1541,1542,26-50,Male,Off campus,Staff,81k-100k,work,no,Daily,Private,car ownership,<=20,116.0,110,no
1542,1543,51+,Male,On campus,Staff,41k–60k,work,yes,Daily,Taxi,safety,41-60,116.0,3020,no
1543,1544,26-50,Male,Off campus,Staff,81k-100k,work,no,1,Private,comfort,41-60,116.0,550,no
1544,1545,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Walking,trip cost,<=20,0.0,0,no
1545,1546,<=20,Male,On campus,Students,21k–40k,study,no,Daily,Public Transport,safety,80+,18.6,200,no
1546,1547,<=20,Female,On campus,Students,≤20k,study,no,Daily,Motorcycle,travel time,21-40,50.0,90,no
1547,1548,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1548,1549,<=20,Male,Off campus,Students,21k–40k,study,no,1,Public Transport,travel time,80+,18.6,200,no
1549,1550,26-50,Male,Off campus,Students,≤20k,both,yes,6,Public Transport,travel time,21-40,18.6,60,no
1550,1551,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,41-60,18.6,100,no
1551,1552,51+,Male,On campus,Staff,61k–80k,work,yes,5,Taxi,car ownership,61-80,116.0,4120,no
1552,1553,51+,Female,Off campus,Staff,81k-100k,work,yes,4,Public Transport,travel time,21-40,18.6,60,yes
1553,1554,26-50,Female,Off campus,Staff,41k–60k,work,no,3,Private,car ownership,21-40,116.0,330,no
1554,1555,26-50,Male,On campus,Staff,81k-100k,work,no,3,Walking,trip distance,41-60,0.0,0,no
1555,1556,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Private,car ownership,<=20,173.0,110,yes
1556,1557,26-50,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1557,1558,51+,Male,Off campus,Staff,81k-100k,both,yes,2,Private,car ownership,21-40,116.0,330,no
1558,1559,<=20,Female,On campus,Students,≤20k,both,yes,3,Motorcycle,travel time,41-60,50.0,150,no
1559,1560,51+,Female,Off campus,Staff,61k–80k,both,no,3,Taxi,car ownership,80+,116.0,5770,no
1560,1561,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Taxi,travel time,<=20,116.0,270,no
1561,1562,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,comfort,80+,116.0,5770,yes
1562,1563,26-50,Female,On campus,Students,21k–40k,both,yes,3,Public Transport,trip cost,<=20,18.6,20,no
1563,1564,<=20,Male,Off campus,Students,≤20k,study,yes,2,Taxi,comfort,80+,116.0,5770,no
1564,1565,51+,Female,Off campus,Staff,61k–80k,work,no,1,Taxi,comfort,21-40,116.0,1920,no
1565,1566,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,trip cost,<=20,50.0,30,no
1566,1567,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Private,trip origin,<=20,116.0,110,yes
1567,1568,26-50,Male,Off campus,Staff,61k–80k,work,no,5,Public Transport,trip cost,<=20,18.6,20,no
1568,1569,26-50,Male,Off campus,Staff,>100k,work,no,2,Private,car ownership,<=20,116.0,110,no
1569,1570,51+,Male,Off campus,Staff,81k-100k,work,no,5,Private,safety,61-80,116.0,770,no
1570,1571,26-50,Male,Off campus,Staff,41k–60k,both,no,1,Private,comfort,<=20,173.0,110,no
1571,1572,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Walking,trip distance,41-60,0.0,0,no
1572,1573,26-50,Female,Off campus,Staff,>100k,both,yes,Daily,Public Transport,travel time,41-60,18.6,100,no
1573,1574,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,41-60,116.0,550,no
1574,1575,51+,Male,Off campus,Staff,61k–80k,work,yes,1,Public Transport,safety,<=20,18.6,20,yes
1575,1576,<=20,Male,Off campus,Students,21k–40k,study,no,Daily,Taxi,trip origin,80+,116.0,5770,yes
1576,1577,26-50,Male,On campus,Staff,41k–60k,work,yes,3,Public Transport,travel time,41-60,18.6,100,no
1577,1578,51+,Male,Off campus,Staff,61k–80k,work,yes,4,Private,car ownership,80+,116.0,1100,yes
1578,1579,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Private,trip origin,80+,116.0,1100,no
1579,1580,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Taxi,comfort,<=20,116.0,270,yes
1580,1581,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1581,1582,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Taxi,trip origin,61-80,116.0,4120,yes
1582,1583,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,80+,18.6,200,no
1583,1584,51+,Male,Off campus,Staff,81k-100k,work,no,Daily,Private,trip origin,21-40,116.0,330,no
1584,1585,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Private,comfort,21-40,173.0,330,no
1585,1586,<=20,Male,Off campus,Students,≤20k,study,yes,4,Public Transport,trip cost,41-60,18.6,100,no
1586,1587,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,yes
1587,1588,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,travel time,<=20,18.6,20,no
1588,1589,51+,Male,On campus,Staff,41k–60k,work,yes,1,Public Transport,travel time,21-40,18.6,60,no
1589,1590,26-50,Female,On campus,Staff,41k–60k,work,yes,4,Public Transport,trip cost,<=20,18.6,20,no
1590,1591,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Public Transport,travel time,21-40,18.6,60,no
1591,1592,51+,Female,On campus,Staff,61k–80k,work,no,Daily,Taxi,comfort,80+,116.0,5770,no
1592,1593,<=20,Male,Off campus,Students,41k–60k,both,yes,4,Taxi,trip origin,61-80,116.0,4120,no
1593,1594,26-50,Male,Off campus,Staff,81k-100k,work,yes,1,Private,trip origin,80+,116.0,1100,no
1594,1595,51+,Female,Off campus,Staff,61k–80k,work,no,Daily,Private,trip origin,61-80,116.0,770,yes
1595,1596,51+,Male,Off campus,Staff,61k–80k,work,no,1,Taxi,safety,21-40,116.0,1920,no
1596,1597,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Walking,trip cost,21-40,0.0,0,no
1597,1598,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,safety,80+,116.0,1100,no
1598,1599,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,80+,18.6,200,no
1599,1600,26-50,Female,Off campus,Staff,>100k,work,no,1,Public Transport,safety,41-60,18.6,100,yes
1600,1601,<=20,Male,On campus,Students,≤20k,study,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1601,1602,51+,Male,Off campus,Staff,41k–60k,both,yes,4,Taxi,safety,<=20,116.0,270,yes
1602,1603,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Motorcycle,travel time,<=20,50.0,30,no
1603,1604,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,80+,18.6,200,no
1604,1605,<=20,Male,Off campus,Students,≤20k,study,yes,3,Walking,trip distance,<=20,0.0,0,no
1605,1606,51+,Male,On campus,Staff,41k–60k,work,yes,4,Taxi,travel time,61-80,116.0,4120,no
1606,1607,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Public Transport,travel time,21-40,18.6,60,yes
1607,1608,26-50,Female,Off campus,Staff,61k–80k,work,yes,2,Private,travel time,41-60,116.0,550,no
1608,1609,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1609,1610,26-50,Male,Off campus,Staff,61k–80k,work,yes,4,Private,car ownership,<=20,173.0,110,no
1610,1611,26-50,Female,Off campus,Students,≤20k,study,yes,3,Taxi,travel time,21-40,116.0,1920,yes
1611,1612,26-50,Male,On campus,Staff,81k-100k,work,yes,Daily,Private,safety,41-60,116.0,550,no
1612,1613,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Private,comfort,<=20,173.0,110,no
1613,1614,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,61-80,18.6,140,yes
1614,1615,26-50,Male,Off campus,Staff,61k–80k,both,no,6,Public Transport,safety,21-40,18.6,60,no
1615,1616,51+,Male,On campus,Staff,81k-100k,work,yes,5,Private,car ownership,61-80,173.0,770,no
1616,1617,26-50,Female,Off campus,Staff,41k–60k,work,yes,3,Public Transport,trip cost,<=20,18.6,20,yes
1617,1618,<=20,Male,Off campus,Students,≤20k,both,yes,5,Taxi,comfort,41-60,116.0,3020,yes
1618,1619,51+,Male,Off campus,Staff,41k–60k,both,no,4,Public Transport,trip cost,21-40,18.6,60,no
1619,1620,<=20,Female,On campus,Students,≤20k,study,yes,Daily,Motorcycle,trip cost,21-40,50.0,90,no
1620,1621,<=20,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,trip cost,21-40,18.6,60,yes
1621,1622,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,comfort,41-60,116.0,550,yes
1622,1623,26-50,Male,Off campus,Staff,81k-100k,work,no,1,Private,travel time,80+,173.0,1100,no
1623,1624,26-50,Female,Off campus,Staff,61k–80k,work,no,4,Public Transport,travel time,<=20,18.6,20,no
1624,1625,<=20,Male,Off campus,Students,≤20k,study,yes,1,Taxi,trip origin,<=20,116.0,270,no
1625,1626,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,61-80,173.0,770,no
1626,1627,51+,Male,On campus,Staff,61k–80k,work,yes,3,Private,travel time,41-60,173.0,550,yes
1627,1628,26-50,Male,Off campus,Staff,41k–60k,both,yes,5,Public Transport,safety,21-40,18.6,60,no
1628,1629,26-50,Male,Off campus,Staff,81k-100k,both,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1629,1630,<=20,Male,Off campus,Students,41k–60k,study,no,1,Public Transport,safety,<=20,18.6,20,no
1630,1631,51+,Female,Off campus,Staff,41k–60k,work,no,Daily,Private,travel time,<=20,116.0,110,no
1631,1632,51+,Male,On campus,Staff,41k–60k,work,yes,3,Private,travel time,21-40,173.0,330,yes
1632,1633,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Motorcycle,travel time,21-40,50.0,90,no
1633,1634,26-50,Female,Off campus,Students,21k–40k,study,yes,3,Public Transport,trip cost,21-40,18.6,60,no
1634,1635,<=20,Female,On campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
1635,1636,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,80+,18.6,200,no
1636,1637,26-50,Male,Off campus,Staff,81k-100k,work,yes,5,Private,comfort,21-40,116.0,330,yes
1637,1638,26-50,Male,On campus,Staff,61k–80k,work,yes,Daily,Private,comfort,41-60,116.0,550,yes
1638,1639,<=20,Female,Off campus,Students,21k–40k,both,yes,1,Public Transport,safety,80+,18.6,200,no
1639,1640,<=20,Female,Off campus,Students,21k–40k,both,no,Daily,Taxi,comfort,<=20,116.0,270,no
1640,1641,51+,Male,Off campus,Staff,61k–80k,work,yes,2,Private,safety,21-40,173.0,330,no
1641,1642,51+,Female,Off campus,Staff,61k–80k,work,yes,2,Public Transport,travel time,80+,18.6,200,no
1642,1643,26-50,Male,Off campus,Staff,61k–80k,both,yes,Daily,Private,comfort,80+,173.0,1100,no
1643,1644,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,trip origin,<=20,116.0,270,no
1644,1645,26-50,Male,Off campus,Staff,61k–80k,work,no,1,Public Transport,trip cost,<=20,18.6,20,no
1645,1646,<=20,Female,On campus,Students,21k–40k,both,no,3,Walking,trip cost,<=20,0.0,0,no
1646,1647,<=20,Male,Off campus,Students,21k–40k,both,yes,4,Taxi,travel time,21-40,116.0,1920,no
1647,1648,26-50,Female,Off campus,Staff,61k–80k,work,no,2,Public Transport,trip cost,21-40,18.6,60,no
1648,1649,26-50,Female,Off campus,Staff,61k–80k,work,yes,3,Private,safety,21-40,116.0,330,no
1649,1650,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,travel time,80+,173.0,1100,no
1650,1651,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,21-40,173.0,330,no
1651,1652,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,61-80,116.0,770,no
1652,1653,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
1653,1654,26-50,Male,On campus,Staff,61k–80k,work,no,Daily,Private,comfort,<=20,116.0,110,no
1654,1655,26-50,Male,On campus,Students,≤20k,both,yes,2,Motorcycle,travel time,<=20,50.0,30,no
1655,1656,<=20,Female,Off campus,Students,41k–60k,study,no,2,Public Transport,trip cost,<=20,18.6,20,no
1656,1657,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Private,car ownership,21-40,116.0,330,no
1657,1658,51+,Male,Off campus,Staff,61k–80k,both,no,Daily,Public Transport,trip cost,80+,18.6,200,yes
1658,1659,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,safety,<=20,18.6,20,no
1659,1660,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Taxi,travel time,41-60,116.0,3020,no
1660,1661,26-50,Male,Off campus,Students,21k–40k,study,yes,2,Walking,trip distance,<=20,0.0,0,no
1661,1662,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,car ownership,<=20,116.0,270,yes
1662,1663,26-50,Female,On campus,Staff,61k–80k,work,no,Daily,Private,comfort,21-40,173.0,330,no
1663,1664,51+,Male,On campus,Staff,61k–80k,work,no,Daily,Private,travel time,61-80,173.0,770,no
1664,1665,51+,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,21-40,116.0,330,no
1665,1666,26-50,Female,Off campus,Staff,81k-100k,work,yes,4,Public Transport,safety,21-40,18.6,60,no
1666,1667,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,80+,173.0,1100,yes
1667,1668,51+,Female,On campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,61-80,173.0,770,no
1668,1669,<=20,Male,On campus,Students,21k–40k,study,yes,3,Public Transport,trip cost,<=20,18.6,20,yes
1669,1670,26-50,Female,Off campus,Staff,81k-100k,work,yes,4,Public Transport,trip cost,41-60,18.6,100,yes
1670,1671,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,travel time,21-40,18.6,60,no
1671,1672,<=20,Female,On campus,Students,≤20k,study,no,3,Motorcycle,trip cost,21-40,50.0,90,no
1672,1673,26-50,Female,Off campus,Staff,41k–60k,work,no,1,Public Transport,travel time,21-40,18.6,60,yes
1673,1674,51+,Female,On campus,Staff,41k–60k,work,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
1674,1675,26-50,Female,Off campus,Staff,>100k,both,yes,1,Private,car ownership,21-40,173.0,330,no
1675,1676,<=20,Male,Off campus,Students,≤20k,both,yes,3,Public Transport,safety,21-40,18.6,60,no
1676,1677,26-50,Male,On campus,Staff,61k–80k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,no
1677,1678,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,travel time,80+,18.6,200,no
1678,1679,26-50,Male,Off campus,Staff,61k–80k,both,yes,2,Private,travel time,80+,116.0,1100,no
1679,1680,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,trip distance,<=20,50.0,30,no
1680,1681,<=20,Male,Off campus,Students,41k–60k,both,yes,2,Public Transport,travel time,21-40,18.6,60,yes
1681,1682,26-50,Female,On campus,Staff,81k-100k,work,no,Daily,Private,travel time,21-40,173.0,330,no
1682,1683,26-50,Male,Off campus,Staff,81k-100k,work,no,Daily,Public Transport,travel time,21-40,18.6,60,no
1683,1684,<=20,Female,Off campus,Students,≤20k,both,yes,5,Public Transport,trip cost,80+,18.6,200,yes
1684,1685,26-50,Male,Off campus,Students,21k–40k,both,yes,2,Taxi,comfort,41-60,116.0,3020,no
1685,1686,26-50,Female,Off campus,Staff,41k–60k,work,no,1,Private,car ownership,<=20,173.0,110,no
1686,1687,26-50,Female,Off campus,Staff,61k–80k,both,yes,Daily,Private,comfort,21-40,116.0,330,yes
1687,1688,51+,Male,Off campus,Staff,>100k,work,no,Daily,Private,safety,41-60,116.0,550,no
1688,1689,<=20,Male,On campus,Students,≤20k,study,no,1,Walking,trip cost,21-40,0.0,0,no
1689,1690,26-50,Female,On campus,Staff,81k-100k,both,no,5,Private,car ownership,21-40,173.0,330,no
1690,1691,<=20,Male,Off campus,Students,≤20k,study,yes,6,Taxi,safety,<=20,116.0,270,no
1691,1692,<=20,Male,Off campus,Students,≤20k,study,yes,1,Taxi,travel time,<=20,116.0,270,no
1692,1693,51+,Male,Off campus,Staff,81k-100k,work,no,1,Private,car ownership,21-40,116.0,330,no
1693,1694,51+,Male,Off campus,Staff,41k–60k,work,yes,5,Taxi,car ownership,21-40,116.0,1920,no
1694,1695,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Public Transport,trip cost,<=20,18.6,20,no
1695,1696,26-50,Male,On campus,Staff,41k–60k,work,yes,2,Taxi,safety,61-80,116.0,4120,no
1696,1697,26-50,Male,Off campus,Staff,>100k,both,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1697,1698,51+,Male,Off campus,Staff,41k–60k,work,no,4,Public Transport,safety,80+,18.6,200,no
1698,1699,51+,Female,Off campus,Staff,41k–60k,work,yes,2,Private,car ownership,<=20,173.0,110,no
1699,1700,<=20,Male,Off campus,Students,≤20k,study,no,5,Public Transport,safety,<=20,18.6,20,no
1700,1701,<=20,Female,Off campus,Students,41k–60k,study,no,4,Public Transport,trip cost,21-40,18.6,60,no
1701,1702,26-50,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,safety,<=20,116.0,110,no
1702,1703,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Private,safety,80+,116.0,1100,no
1703,1704,<=20,Male,Off campus,Students,≤20k,study,no,4,Public Transport,trip cost,<=20,18.6,20,no
1704,1705,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1705,1706,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Public Transport,safety,80+,18.6,200,no
1706,1707,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,safety,21-40,116.0,330,no
1707,1708,26-50,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,trip cost,<=20,18.6,20,no
1708,1709,26-50,Male,Off campus,Staff,>100k,work,no,1,Private,car ownership,21-40,116.0,330,no
1709,1710,26-50,Male,Off campus,Staff,81k-100k,work,yes,2,Private,safety,21-40,116.0,330,no
1710,1711,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1711,1712,26-50,Male,Off campus,Staff,41k–60k,both,no,5,Private,car ownership,21-40,173.0,330,no
1712,1713,26-50,Female,Off campus,Staff,81k-100k,work,no,Daily,Private,travel time,61-80,116.0,770,no
1713,1714,26-50,Male,Off campus,Staff,41k–60k,both,yes,Daily,Private,comfort,80+,173.0,1100,no
1714,1715,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,travel time,<=20,173.0,110,no
1715,1716,<=20,Female,Off campus,Students,≤20k,both,yes,2,Taxi,comfort,<=20,116.0,270,no
1716,1717,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,car ownership,<=20,116.0,270,no
1717,1718,26-50,Male,On campus,Staff,81k-100k,work,yes,Daily,Motorcycle,trip cost,21-40,50.0,90,no
1718,1719,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1719,1720,<=20,Male,Off campus,Students,≤20k,both,yes,3,Taxi,trip origin,61-80,116.0,4120,no
1720,1721,<=20,Male,Off campus,Students,≤20k,study,no,4,Public Transport,travel time,41-60,18.6,100,no
1721,1722,51+,Male,Off campus,Staff,81k-100k,work,yes,1,Private,car ownership,<=20,116.0,110,no
1722,1723,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Taxi,comfort,41-60,116.0,3020,yes
1723,1724,<=20,Male,On campus,Students,≤20k,study,no,4,Public Transport,safety,<=20,18.6,20,no
1724,1725,<=20,Male,Off campus,Students,41k–60k,both,no,Daily,Private,car ownership,<=20,116.0,110,no
1725,1726,26-50,Male,Off campus,Staff,>100k,work,no,6,Public Transport,travel time,<=20,18.6,20,no
1726,1727,<=20,Male,On campus,Students,41k–60k,study,yes,5,Public Transport,travel time,<=20,18.6,20,no
1727,1728,<=20,Female,On campus,Students,21k–40k,both,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1728,1729,<=20,Female,On campus,Students,≤20k,study,yes,Daily,Motorcycle,travel time,21-40,50.0,90,no
1729,1730,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1730,1731,51+,Male,On campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,80+,18.6,200,yes
1731,1732,26-50,Male,Off campus,Staff,41k–60k,work,yes,4,Private,safety,21-40,173.0,330,no
1732,1733,26-50,Male,Off campus,Staff,>100k,both,yes,1,Private,car ownership,<=20,116.0,110,no
1733,1734,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Private,safety,<=20,116.0,110,no
1734,1735,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Private,trip origin,21-40,173.0,330,no
1735,1736,51+,Female,Off campus,Staff,41k–60k,work,yes,3,Private,car ownership,80+,116.0,1100,no
1736,1737,26-50,Male,Off campus,Staff,>100k,work,yes,3,Private,car ownership,21-40,116.0,330,no
1737,1738,<=20,Male,Off campus,Students,21k–40k,both,yes,Daily,Public Transport,travel time,80+,18.6,200,no
1738,1739,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1739,1740,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Private,comfort,21-40,173.0,330,no
1740,1741,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,comfort,21-40,173.0,330,yes
1741,1742,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,41-60,116.0,550,yes
1742,1743,26-50,Female,Off campus,Staff,61k–80k,both,yes,5,Taxi,car ownership,21-40,116.0,1920,no
1743,1744,51+,Male,On campus,Staff,61k–80k,work,no,3,Public Transport,travel time,80+,18.6,200,no
1744,1745,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Walking,trip distance,<=20,0.0,0,no
1745,1746,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,safety,21-40,18.6,60,no
1746,1747,26-50,Male,Off campus,Staff,>100k,work,no,4,Public Transport,trip cost,21-40,18.6,60,no
1747,1748,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1748,1749,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1749,1750,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,yes
1750,1751,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Motorcycle,trip distance,<=20,50.0,30,no
1751,1752,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Taxi,trip origin,41-60,116.0,3020,no
1752,1753,<=20,Male,Off campus,Students,≤20k,study,yes,2,Taxi,travel time,61-80,116.0,4120,no
1753,1754,26-50,Male,Off campus,Staff,41k–60k,work,yes,4,Private,comfort,41-60,173.0,550,yes
1754,1755,26-50,Female,Off campus,Staff,41k–60k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
1755,1756,26-50,Female,On campus,Staff,61k–80k,work,yes,Daily,Private,comfort,80+,173.0,1100,no
1756,1757,51+,Female,On campus,Staff,41k–60k,work,no,Daily,Private,travel time,61-80,173.0,770,no
1757,1758,51+,Male,Off campus,Staff,81k-100k,work,yes,6,Private,travel time,<=20,116.0,110,no
1758,1759,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1759,1760,26-50,Male,Off campus,Staff,61k–80k,work,yes,3,Private,car ownership,21-40,173.0,330,no
1760,1761,26-50,Male,On campus,Staff,41k–60k,work,yes,5,Public Transport,safety,21-40,18.6,60,no
1761,1762,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,61-80,18.6,140,no
1762,1763,26-50,Male,Off campus,Staff,41k–60k,work,yes,6,Public Transport,travel time,61-80,18.6,140,no
1763,1764,<=20,Male,Off campus,Students,41k–60k,study,yes,5,Public Transport,trip cost,61-80,18.6,140,yes
1764,1765,26-50,Male,Off campus,Staff,81k-100k,work,yes,5,Private,trip origin,<=20,116.0,110,no
1765,1766,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,safety,21-40,116.0,1920,no
1766,1767,<=20,Female,Off campus,Students,≤20k,study,yes,3,Public Transport,safety,21-40,18.6,60,no
1767,1768,<=20,Male,Off campus,Students,≤20k,study,no,4,Taxi,travel time,<=20,116.0,270,no
1768,1769,<=20,Male,On campus,Students,21k–40k,study,yes,6,Walking,trip distance,21-40,0.0,0,no
1769,1770,26-50,Male,On campus,Staff,41k–60k,work,no,Daily,Private,car ownership,<=20,173.0,110,no
1770,1771,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Public Transport,trip cost,41-60,18.6,100,yes
1771,1772,26-50,Female,Off campus,Staff,81k-100k,work,no,Daily,Public Transport,safety,41-60,18.6,100,no
1772,1773,<=20,Female,Off campus,Students,21k–40k,study,yes,Daily,Taxi,travel time,61-80,116.0,4120,no
1773,1774,26-50,Female,Off campus,Staff,81k-100k,both,yes,1,Motorcycle,trip cost,<=20,50.0,30,no
1774,1775,26-50,Female,Off campus,Students,21k–40k,both,no,4,Public Transport,trip cost,61-80,18.6,140,no
1775,1776,26-50,Male,Off campus,Staff,>100k,work,no,1,Private,trip origin,80+,116.0,1100,yes
1776,1777,26-50,Male,Off campus,Staff,61k–80k,both,no,2,Private,safety,61-80,173.0,770,no
1777,1778,<=20,Male,Off campus,Students,≤20k,study,yes,6,Public Transport,travel time,41-60,18.6,100,yes
1778,1779,51+,Male,Off campus,Staff,81k-100k,work,yes,1,Private,comfort,41-60,116.0,550,no
1779,1780,<=20,Female,Off campus,Students,21k–40k,both,no,3,Public Transport,trip cost,21-40,18.6,60,yes
1780,1781,26-50,Male,Off campus,Staff,>100k,work,yes,1,Private,car ownership,41-60,116.0,550,no
1781,1782,26-50,Female,Off campus,Staff,41k–60k,work,yes,1,Public Transport,safety,41-60,18.6,100,no
1782,1783,51+,Male,On campus,Staff,61k–80k,work,yes,3,Taxi,safety,41-60,116.0,3020,no
1783,1784,<=20,Male,Off campus,Students,≤20k,study,yes,5,Taxi,safety,61-80,116.0,4120,yes
1784,1785,<=20,Male,Off campus,Students,≤20k,study,yes,2,Public Transport,safety,21-40,18.6,60,no
1785,1786,51+,Female,On campus,Staff,41k–60k,work,yes,4,Public Transport,travel time,<=20,18.6,20,no
1786,1787,26-50,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,travel time,21-40,18.6,60,yes
1787,1788,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,<=20,173.0,110,no
1788,1789,26-50,Male,On campus,Staff,81k-100k,work,yes,2,Walking,trip cost,<=20,0.0,0,no
